"Facity Name","id","Opening Date","Sector","Subdistrict","District","Province","District","Facility type","Ownership","LOCATION"
"Rwimitereri CS","403","1/1/2011","Murambi (Gatsibo District)","Kiziguro Sub District","Gatsibo District","East","Gatsibo District","Health Center","Public","-1.8161 30.3455"
"Rwinkwavu CS","416","1/1/2011","Rwinkwavu","Rwinkwavu Sub District","Kayonza District","East","Kayonza District","Health Center","Agree","-1.964 30.6149"
"Rwinkwavu DH","417","1/1/2011","Rwinkwavu","Rwinkwavu Sub District","Kayonza District","East","Kayonza District","District Hospital","Public","-1.964 30.6141"
"RWINYANA HP","2096","1/1/2017","Bweramana","Gitwe Sub District","Ruhango District","South","Ruhango District","Health Post","Public","-2.192575 29.72953"
"Rwinzuki CS","1341","2/11/2013","Nzahaha","Mibilizi Sub District","Rusizi District","West","Rusizi District","Health Center","Public",""
"Ryamanyoni CS","418","1/1/2011","Murundi (Kayonza District)","Gahini Sub District","Kayonza District","East","Kayonza District","Health Center","Public","-1.7184 30.4837"
"RYAMUHIRWA HP","2120","1/1/2017","Nkungu","Mibilizi Sub District","Rusizi District","West","Rusizi District","Health Post","Public","-2.497489 28.94958"
"Ryasegatore Poste secondaire","1892","1/1/2017","Rugabano","Kibuye Sub District","Karongi District","West","Karongi District","Health Post level 2","Public","-2.107099 29.483982"
"Sabusaro Poste secondaire","1844","1/1/2017","Kansi","Kibilizi Sub District","Gisagara District","South","Gisagara District","Health Post level 2","Public","-2.707341 29.786975"
"SAD DISP","1195","1/1/1970","Nyamirambo","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Dispensary","Private","-1.992852 30.048827"
"Saint Paterner DISP","1435","1/1/1900","Muhoza","Ruhengeri Sub District","Musanze District","North","Musanze District","Dispensary","Private",""
"Saint Patrick DISP","1171","1/1/2014","Kanombe","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Dispensary","Private","-1.9711 30.123898"
"Saint Pierre (Kanama) DISP","1525","1/1/1900","Kanama","Gisenyi Sub District","Rubavu District","West","Rubavu District","Dispensary","Private",""
"Saint Pierre DISP","1529","1899-12-31","Kimihurura","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private",""
"Saint Samuella Clin","1695","11/4/2017","Remera","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private",""
"Saint Therese Clin","1677","7/28/2016","Gatenga","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Medical Clinic","Private",""
"Saint Vincent Disp","1692","11/1/2017","Busoro","Nyanza Sub District","Nyanza District","South","Nyanza District","Dispensary","Private",""
"Sainte Florence Disp","1565","1/9/2015","Kigarama","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Dispensary","Private",""
"Sakara HP","1966","1/1/2017","Murama (Ngoma  District)","Kibungo Sub District","Ngoma District","East","Ngoma District","Health Post","Public","-2.210937 30.547736"
"Salem Clin","1558","11/20/2014","Kinyinya","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private",""
"Salus Polyclinic","1540","7/10/2014","Ngoma (Huye District)","Kabutare Sub District","Huye District","South","Huye District","Medical Clinic","Private",""
"SAMU","1354","1/1/1900","Nyarugenge","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Administrative Office","",""
"Sanganirwa DISP","1196","1/1/1970","Kicukiro","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Dispensary","Private","-1.967795 30.093164"
"Sangaza CS","444","1/1/2011","Zaza","Kibungo Sub District","Ngoma District","East","Ngoma District","Health Center","Public","-2.1863 30.3994"
"SANGWA (Gasabo) DISP","1367","1/1/1900","Kimironko","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private",""
"Sangwa (Gisozi) DISP","1197","1/1/1970","Gisozi","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private","-1.926196 30.067361"
"Sante Familial DISP","1622","1/1/1970","Kicukiro","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Dispensary","Private",""
"Sante familiale DISP","1429","6/5/2005","Remera","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private",""
"Sante Pour Tous DISP","1526","1/1/1900","Kanama","Gisenyi Sub District","Rubavu District","West","Rubavu District","Dispensary","Private",""
"Sant� pour tous DISP","1298","1/1/1900","Muhima","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Dispensary","Private",""
"Save CS","66","1/1/2011","Save","Gakoma Sub District","Gisagara District","South","Gisagara District","Health Center","Agree","-2.5459 29.7714"
"SAVE HP","2024","1/1/2017","Ruharambuga","Bushenge Sub District","Nyamasheke District","West","Nyamasheke District","Health Post","Public","-2.478779 28.993058"
"Saver DISP","533","1/1/2011","Mukarange (Kayonza District)","Gahini Sub District","Kayonza District","East","Kayonza District","Dispensary","Private","-1.904129 30.506899"
"SAYO HP","2102","1/1/2017","KISARO","Kinihira Sub District","Rulindo District","North","Rulindo District","Health Post","Public","-1.666477 30.01573"
"SEKERA HP","1998","1/1/2017","Musebeya","Kaduha Sub District","Nyamagabe District","South","Nyamagabe District","Health Post","Public","-2.407197 29.48046"
"Sereri PS","522","1/1/2011","Kivuruga","Nemba Sub District","Gakenke District","North","Gakenke District","Health Post","Public","-1.585305 29.754194"
"SFH Eastern Region","1570","1/30/2015","Mukarange (Kayonza District)","Gahini Sub District","Kayonza District","East","Kayonza District","VCT center","Private",""
"SFH/Rwanda","1559","12/10/2014","Kacyiru","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Administrative Office","Private",""
"Sha PS","1606","1/1/1970","Nduba","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Post","",""
"Shaba (nyamagabe) CS","645","1/1/2011","Kitabi","Kigeme Sub District","Nyamagabe District","South","Nyamagabe District","Health Center","Agree",""
"Shami HP","1709","1/1/2017","Ngeruka","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Post","Public","-2.382159 30.076225"
"SHANGI HP","2025","1/1/2017","Shangi","Bushenge Sub District","Nyamasheke District","West","Nyamasheke District","Health Post","Public","-2.393498 29.008213"
"Shango PS","1527","1/1/1900","Nduba","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Post","Public",""
"Shara HP","2140","1/1/2016","Kagano","Kibogora Sub District","Nyamasheke District","West","Nyamasheke District","Health Post","","-2.314356 29.115269"
"Shema (Kicukiro) Clin","1550","3/20/2014","Nyarugunga","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Dispensary","Private",""
"Shema DISP","544","1/1/2011","Shyira","Shyira Sub District","Nyabihu District","West","Nyabihu District","Dispensary","Private",""
"Shingiro CS","319","1/1/2011","Shingiro","Ruhengeri Sub District","Musanze District","North","Musanze District","Health Center","Public","-1.5 29.5525"
"Sholi HP","1940","1/1/2017","Cyeza","Kabgayi Sub District","Muhanga District","South","Muhanga District","Health Post","Public","-2.006228 29.768343"
"SHONGA HP","1988","1/1/2017","TABAGWE","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Post","Public","-1.321604 30.179431"
"Shyira CS","221","1/1/2011","Shyira","Shyira Sub District","Nyabihu District","West","Nyabihu District","Health Center","Public","-1.679 29.5208"
"Shyira DH","222","1/1/2011","Shyira","Shyira Sub District","Nyabihu District","West","Nyabihu District","District Hospital","Agree","-1.682 29.6291"
"Shyogwe CS","141","1/1/2011","Shyogwe","Kabgayi Sub District","Muhanga District","South","Muhanga District","Health Center","Public","-2.1257 29.7775"
"Shyorongi CS","284","1/1/2011","SHYORONGI","Rutongo Sub District","Rulindo District","North","Rulindo District","Health Center","Agree","-1.8661 29.9806"
"Shyorongi poste secondaire","1489","1/1/1900","SHYORONGI","Rutongo Sub District","Rulindo District","North","Rulindo District","Health Post level 2","Public",""
"Simbi CS","96","1/1/2011","Simbi","Kabutare Sub District","Huye District","South","Huye District","Health Center","Agree","-2.5137 29.6674"
"Simbi Poste secondaire","1857","1/1/2017","Simbi","Kabutare Sub District","Huye District","South","Huye District","Health Post level 2","Public","-2.518225 29.675963"
"Single Project Implementation","1357","1/1/1900","Nyarugenge","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Administrative Office","",""
"Society for Family Health(Huye","1574","1/30/2015","Ngoma (Huye District)","Kabutare Sub District","Huye District","South","Huye District","VCT center","Private",""
"SOLACE MINISTRIES CS","1228","1/1/1900","Rusororo","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Center","Agree","-1.980794 30.215106"
"Solamer CLIN","1136","8/1/2010","Kimihurura","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private","-1.949558 30.079275"
"Songa HP","1952","1/1/2017","Muko","Ruhengeri Sub District","Musanze District","North","Musanze District","Health Post","Agree","-1.528637 29.618012"
"SORAS Assurance","1226","1/1/2012","Nyarugenge","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Medical Clinic","Private","-1.951961 30.061712"
"SOS (Gicumbi) DISP","1415","1/1/1900","Byumba","Byumba Sub District","Gicumbi District","North","Gicumbi District","Dispensary","Private",""
"SOS (Kayonza) CLIN","1414","1/1/1900","Nyamirama","Rwinkwavu Sub District","Kayonza District","East","Kayonza District","Medical Clinic","Private",""
"Sovu CS","97","1/1/2011","Huye","Kabutare Sub District","Huye District","South","Huye District","Health Center","Public","-2.5638 29.7247"
"St Ange Medical CLIN","1131","8/14/2012","Kigarama","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Medical Clinic","Private","-1.971905 30.076529"
"St Cecile DISP","1199","1/1/1970","Masaka","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Dispensary","Private","-1.983897 30.225543"
"ST Jack Disp","1416","1/1/1900","NYAGATARE","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Dispensary","Private",""
"ST Joseph (Nyagatare) DISP","1417","1/1/1900","MIMURI","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Dispensary","Private",""
"St Joseph (Nyarugenge) DISP","1200","8/1/2012","Muhima","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Dispensary","Private","-1.940188 30.052478"
"St Moise CLIN","1137","7/1/2010","Kanombe","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Medical Clinic","Private","-1.968742 30.121405"
"St Pierre Bio M�dical Clin","1227","10/1/1994","Nyarugenge","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Medical Clinic","Private",""
"St Pierre DISP","1201","1/1/1970","Kanombe","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Dispensary","Private","-1.964989 30.119854"
"St Rita CLIN","1138","8/1/2012","Gisozi","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private","-1.927757 30.065115"
"Stella Clin","1672","3/15/2016","Nyamata","Nyamata Sub District","Bugesera District","East","Bugesera District","Medical Clinic","Private",""
"Sugira  DISP","1204","1/1/2012","Gatsata","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private","-1.997291 30.081778"
"Sulfo DISP","1205","1/1/1970","Nyarugenge","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Dispensary","Private","-1.94509 30.057251"
"Susa PS","1629","1/1/1970","Muhoza","Ruhengeri Sub District","Musanze District","North","Musanze District","Health Post","",""
"Taba HP","1781","1/1/2017","Gashenyi","Nemba Sub District","Gakenke District","North","Gakenke District","Health Post","Public","-1.650812 29.82761"
"Tabagwe CS","385","1/1/2011","TABAGWE","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Center","Public","-1.2872 30.2107"
"TAMBWE HP","2097","1/1/2017","Ruhango","Ruhango Sub District","Ruhango District","South","Ruhango District","Health Post","Public","-2.210356 29.818509"
"Tanda CS","353","1/1/2011","Giti","Byumba Sub District","Gicumbi District","North","Gicumbi District","Health Center","Public","-1.7998 30.2621"
"TARA HP","2121","1/1/2017","Mururu","Gihundwe Sub District","Rusizi District","West","Rusizi District","Health Post","Public","-2.526253 28.874361"
"Tare CS","285","1/1/2011","BUSHOKI","Kinihira Sub District","Rulindo District","North","Rulindo District","Health Center","Public","-1.6646 29.8881"
"Trac HIV Clinic","12","1/1/2011","Kigali","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Medical Clinic","Public","-1.9566 30.0614"
"Trac HIV Clinic","12","1/1/2011","Kigali","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Medical Clinic","Private","-1.9566 30.0614"
"Tumba CS","286","1/1/2011","TUMBA","Kinihira Sub District","Rulindo District","North","Rulindo District","Health Center","Public","-1.7024 29.9444"
"Turengerubuzima (Base) DISP","1528","1/1/1900","BASE","Kinihira Sub District","Rulindo District","North","Rulindo District","Dispensary","Private",""
"Twizere Disp","1206","1/1/2010","Jabana","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private","-1.902881 30.05244"
"Ubumwe (Kicukiro) DISP","1297","1/1/1900","Kicukiro","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Dispensary","Private",""
"Ubumwe (Kimisagara) Disp","1561","1/9/2015","Kimisagara","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Dispensary","Private",""
"Ubuzima Bwiza (Kamonyi) DISP","530","1/1/2011","Mugina","Remera Rukoma Sub District","Kamonyi District","South","Kamonyi District","Dispensary","Private",""
"Ubuzima Bwiza (Nyagatare) DISP","1418","1/1/1900","RWIMIYAGA","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Dispensary","Private",""
"Ubuzima Medical (Gikondo) DISP","1207","1/1/2012","Gikondo","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Dispensary","Private","-1.97728 30.082054"
"Ubuzima Polyclin","1443","4/1/2011","Kimironko","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private",""
"Ubuzimabwiza DISP","1428","1/1/2000","Gisozi","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private",""
"Umubyeyi DISP","1419","1/1/1900","Ruhuha","Nyamata Sub District","Bugesera District","East","Bugesera District","Dispensary","Private",""
