name,id,long_name,contact_person,phone_number,alt_phone_number,catchment_population,point_x,point_y,parent_location_id,parent_location_name,location_type_name,location_ownership_name,infrastructure_ids,infrastructure_names,service_ids,service_names,facility_type
Swakopmund Prison Clinic,10170,,,,,,-22.6708,14.531755,10620,Swakopmund District,Facility,Police,,,,,Clinic
Swakopmund Medical Clinic,10169,,,64461284,,,-22.6593,14.535086,10620,Swakopmund District,Facility,Private,"5,6,17","Electricity,Running Water,Registered Nurses","1,2,41","HIV Testing Services,General Clinical Service,Tuberculosis Services",Clinic
Swakopmund District Hospital,10168,,,644106000,,,-22.6701,14.530828,10620,Swakopmund District,Facility,Public_MoHSS,"2,4,5,6,8,10,11,12,14,16,17,19","Beds,Mortuary,Electricity,Running Water,Back Up Generator,Internet,Phone Number,Fax Number,Vehicles,Enrolled Nurses,Registered Nurses,Doctors","1,2,3,8,31,32,33,35,37,39,41,46,47,48,49,51,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,General Dentistry,Orthopedics,Laboratory Services,Family Planning Services,Tuberculosis Services,Radiology,Specialized Dentistry,Physiotherapy,Psychiatric Services,Clinical Psychology,DNA EID Testing",Hospital
Swakopmund District Health Office,12025,,,,,,-22.6701,14.530828,10620,Swakopmund District,Facility,Public_MoHSS,,,,,District Health Office
Spangenberg Clinic,10166,,,,,,-22.6599,14.535241,10620,Swakopmund District,Facility,Private,,,,,Clinic
Occu-Med Medical Health Centre,10158,,,,,,-22.4529,15.048063,10620,Swakopmund District,Facility,Private,,,,,Health Centre
NIMT Clinic,10157,,,,,,-22.4279,14.98234,10620,Swakopmund District,Facility,Private,,,,,Clinic
Mondesa Clinic,10635,,,64461924,,,-22.6521,14.55437,10620,Swakopmund District,Facility,Private,"5,6,9,11,12,13,16,17,19","Electricity,Running Water,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses,Doctors","1,2,3,8,31,32,36,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Medical Imaging Clinic,10150,,,,,,-22.6588,14.536143,10620,Swakopmund District,Facility,Private,"5,6,9,11,12,13","Electricity,Running Water,Toilets,Phone Number,Fax Number,Computers",46,Radiology,Clinic
Henties Bay Clinic,10147,,,64500020,,,-22.1141,14.284487,10620,Swakopmund District,Facility,Public_MoHSS,"1,5,6,9,11,12,13,16,17","Ambulances,Electricity,Running Water,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Hansa Brauerei Clinic,10146,,,,,,-22.6826,14.524159,10620,Swakopmund District,Facility,Private,,,,,Clinic
Erongo Regional Health Office,11968,,,,,,-22.6701,14.530828,10620,Swakopmund District,Facility,Public_MoHSS,,,,,Regional Health Office
DRC Clinic,10630,,,811440145,,,-22.6474,14.56232,10620,Swakopmund District,Facility,Private,"5,6,11,16,17","Electricity,Running Water,Phone Number,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Cottage Medi-Clinic,10138,,,,,,-22.6589,14.536039,10620,Swakopmund District,Facility,Private,"2,5,6,8,9,10,11,12,13,14,16","Beds,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses","1,2,3,8,16,31,32,33,35,37,38,39,41,45,46,47,48,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Special surgeries (Transplant,plastic surgery, neuro surgery etc.),Viral Load Testing,Sexual Transmitted Infections,General Dentistry,Orthopedics,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Oncology,Radiology,Specialized Dentistry,Physiotherapy,DNA EID Testing",Clinic
Bismarck Health Clinic,10135,,,,,,-22.6788,14.524024,10620,Swakopmund District,Facility,Private,,,,,Clinic
Arandis New Clinic Site,12172,Arandis New Clinic Site,,0,,0,-22.4231,14.981422,10620,Swakopmund District,Facility,Faith Based Organisation,,,,,Clinic
Arandis Clinic,10133,,,64510146,,,-22.4101,14.981978,10620,Swakopmund District,Facility,Public_MoHSS,"1,5,6,8,9,11,12,13,16,17","Ambulances,Electricity,Running Water,Back Up Generator,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,16,31,36,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Special surgeries (Transplant,plastic surgery, neuro surgery etc.),Viral Load Testing,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Uis Clinic,10174,,,64504011,,,-21.23,14.902542,10609,Omaruru District,Facility,Public_MoHSS,"4,5,6,11,12,13,14,16,17","Mortuary,Electricity,Running Water,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,39,43,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Family Planning Services,Occupational Therapy,DNA EID Testing",Clinic
Ongwari Consulting Room,10634,,,,,,-21.422129,15.951173,10609,Omaruru District,Facility,Private,,,,,0
Omatjete Clinic,10164,,,64570880,,,-21.0539,15.507834,10609,Omaruru District,Facility,Public_MoHSS,"5,6,11,12,14,16,17","Electricity,Running Water,Phone Number,Fax Number,Vehicles,Enrolled Nurses,Registered Nurses","1,2,8,31,32,36,38,41,53","HIV Testing Services,General Clinical Service,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Tuberculosis Services,DNA EID Testing",Clinic
Omaruru Maternity Hospital,10638,,,,,,-22.9455,14.509287,10609,Omaruru District,Facility,Private,,,,,Hospital
Omaruru District Hospital,10163,,,64572900,,,-21.4307,15.949635,10609,Omaruru District,Facility,Public_MoHSS,,,,,Hospital
Omaruru District Health Office,12014,,,,,,-21.4307,15.949635,10609,Omaruru District,Facility,Public_MoHSS,,,,,District Health Office
Omaruru correctional  facility,12189,,,64570163,,,,,10609,Omaruru District,Facility,Police,"5,6,11,12,16,17","Electricity,Running Water,Phone Number,Fax Number,Enrolled Nurses,Registered Nurses","2,32,41","General Clinical Service,Sexual Transmitted Infections,Tuberculosis Services",0
Omaruru Clinic,10162,,,64570069,,,-21.4305,15.950096,10609,Omaruru District,Facility,Public_MoHSS,"5,6,11,12,16,17","Electricity,Running Water,Phone Number,Fax Number,Enrolled Nurses,Registered Nurses","2,3,8,32,38,39","General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services",Clinic
Okongue Clinic,10161,,,64684061,,,-20.6787,15.378637,10609,Omaruru District,Facility,Public_MoHSS,"4,5,6,11,14,16,17","Mortuary,Electricity,Running Water,Phone Number,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Okombahe Clinic,10160,,,64570864,,,-21.3564,15.379983,10609,Omaruru District,Facility,Public_MoHSS,"4,5,6,11,12,13,14,16,17","Mortuary,Electricity,Running Water,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,DNA EID Testing",Clinic
Dr Craven Consulting,12168,,,,,,-21.422156,15.951335,10609,Omaruru District,Facility,Private,,,,,0
Rosh Pinah District Health Office,12031,,,,,,-27.9663,16.759046,11963,Rosh Pinah District,Facility,Public_MoHSS,,,,,District Health Office
Rosh Pinah Clinic,10229,,,63274918,,,-27.9571,16.759299,11963,Rosh Pinah District,Facility,Public_MoHSS,"1,2,5,6,7,9,10,11,13,14,17","Ambulances,Beds,Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number,Computers,Vehicles,Registered Nurses","1,2,3,4,8,31,32,36,37,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Oranjemund Clinic,10233,,,63234678,,,-28.5594,16.413517,11963,Rosh Pinah District,Facility,Public_MoHSS,"2,5,6,7,9,10,11,13,16,17","Beds,Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,4,31,32,36,37,38,39,49,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Psychiatric Services,Option B+,DNA EID Testing",Clinic
Tses Clinic,10231,,,,,,-25.8824,18.127916,10599,Keetmanshoop District,Facility,Public_MoHSS,"1,5,6,7,9,11,12,13,14,16,17","Ambulances,Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Koes Clinic,10220,,,,,,-25.932,19.122467,10599,Keetmanshoop District,Facility,Public_MoHSS,"1,4,5,6,7,9,11,12,13,14,16,17","Ambulances,Mortuary,Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Khabuser Clinic,10219,,,,,,-26.5765,18.131025,10599,Keetmanshoop District,Facility,Private,,,,,Clinic
Keetmanshoop/Tseiblaagte Clinic,10217,,,,,,-26.5844,18.146957,10599,Keetmanshoop District,Facility,Public_MoHSS,"5,6,7,9,11,12,13,16,20","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Administrative Officers","1,2,3,4,8,31,32,36,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Keetmanshoop Private Clinic,10216,,,,,,-26.58,18.13436,10599,Keetmanshoop District,Facility,Private,,,,,Clinic
Keetmanshoop Prison,12180,,,,,,,,10599,Keetmanshoop District,Facility,Police,"5,6","Electricity,Running Water","1,39","HIV Testing Services,Family Planning Services",Prison
Keetmanshoop NAPPA Clinic,12221,,,,,,-26.591329,18.155105,10599,Keetmanshoop District,Facility,NGO,"5,6,9,10,11,13,14,17,18,20","Electricity,Running Water,Toilets,Internet,Phone Number,Computers,Vehicles,Registered Nurses,Health Assistants,Administrative Officers","1,2,32,37,39,41","HIV Testing Services,General Clinical Service,Sexual Transmitted Infections,Laboratory Services,Family Planning Services,Tuberculosis Services",Clinic
Keetmanshoop District Hospital,10218,,,,,,-26.5672,18.15282,10599,Keetmanshoop District,Facility,Public_MoHSS,"1,2,4,5,6,8,9,10,11,13,14,16,17,19,20","Ambulances,Beds,Mortuary,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Doctors,Administrative Officers","4,1,2,3,8,31,32,35,36,37,38,39,40,41,43,45,46,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Orthopedics,Anti Retroviral Therapy IMAI Site,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Occupational Therapy,Oncology,Radiology,Option B+,DNA EID Testing",Hospital
Keetmanshoop District Health Office,12004,,,,,,-26.5672,18.15282,10599,Keetmanshoop District,Facility,Public_MoHSS,,,,,District Health Office
Daan Viljoen Clinic,10212,,,,,,-26.5769,18.136573,10599,Keetmanshoop District,Facility,Private,"5,6,7,9,11,12,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Brukaros Clinic,10211,,,,,,-26.7019,18.017016,10599,Keetmanshoop District,Facility,Private,,,,,Clinic
Bethanie Health Centre,10210,,,,,,-26.4994,17.14969,10599,Keetmanshoop District,Facility,Public_MoHSS,"1,2,4,5,6,7,9,11,12,13,14,16,17","Ambulances,Beds,Mortuary,Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Health Centre
Berseba Clinic,10209,,,,,,-25.9934,17.761336,10599,Keetmanshoop District,Facility,Public_MoHSS,"5,6,7,9,11,12,13,14,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Aroab Health Centre,10206,,,,,,-26.7979,19.650386,10599,Keetmanshoop District,Facility,Faith Based Organisation,"1,2,4,5,6,9,10,11,14,16,17","Ambulances,Beds,Mortuary,Electricity,Running Water,Toilets,Internet,Phone Number,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,DNA EID Testing",Health Centre
